Gender,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Credit_History,Property_Area,Loan_Status,Application_Note
Female,Not Graduate,No,5313,49.01588117,123.0,0.0,Semiurban,Y,Investment in a new startup opportunity. I might struggle slightly initially.
Male,Not Graduate,No,793,323.15133192,122.0,1.0,Urban,Y,Urgent medical expenses covered by loan. Facing some financial stress currently.
Male,Graduate,No,1558,604.851155,131.0,1.0,Semiurban,Y,Buying a new car for daily commute. Business is booming right now.
Male,Graduate,No,150,3828.23527729,281.0,1.0,Urban,Y,Consolidating high-interest debts. Facing some financial stress currently.
Male,Graduate,No,1516,313.67187432,383.0,1.0,Rural,N,Planning to expand my small business operations. Facing some financial stress currently.
Male,Graduate,No,2495,505.08936636,141.0,1.0,Rural,Y,Investment in a new startup opportunity. Business is booming right now.
Male,Graduate,No,3524,0.0,208.0,1.0,Urban,Y,I need to renovate my house immediately. Business is booming right now.
Male,Graduate,No,1158,0.0,199.0,1.0,Semiurban,Y,I need to renovate my house immediately. I might struggle slightly initially.
Female,Graduate,No,170,0.0,293.0,1.0,Semiurban,N,I need to renovate my house immediately. Facing some financial stress currently.
Male,Not Graduate,No,3354,0.0,143.0,1.0,Urban,Y,I need to renovate my house immediately. Facing some financial stress currently.
Male,Graduate,No,11493,297.95999664,213.0,0.0,Rural,N,Urgent medical expenses covered by loan. I am very confident in repayment.
Male,Not Graduate,No,1081,0.0,197.0,1.0,Rural,N,Consolidating high-interest debts. Business is booming right now.
Male,Graduate,No,1026,0.0,348.0,1.0,Urban,N,Buying a new car for daily commute. Facing some financial stress currently.
Female,Not Graduate,No,1722,0.0,526.0,1.0,Urban,Y,Buying a new car for daily commute. I might struggle slightly initially.
Male,Not Graduate,No,6712,0.0,182.0,1.0,Urban,Y,Consolidating high-interest debts. I might struggle slightly initially.
Female,Graduate,Yes,2086,0.0,118.0,1.0,Urban,N,Consolidating high-interest debts. I am very confident in repayment.
Female,Not Graduate,No,3110,489.8512394,163.0,1.0,Semiurban,N,Buying a new car for daily commute. I am very confident in repayment.
Male,Graduate,Yes,8315,443.27690423,460.0,1.0,Urban,N,Urgent medical expenses covered by loan. Business is booming right now.
Female,Graduate,Yes,150,1584.83864997,198.0,1.0,Urban,Y,Consolidating high-interest debts. Facing some financial stress currently.
Male,Graduate,No,3825,1871.13195011,9.0,1.0,Rural,Y,I need to renovate my house immediately. Business is booming right now.
Male,Not Graduate,No,4556,0.0,204.0,1.0,Semiurban,N,Buying a new car for daily commute. I am very confident in repayment.
Female,Graduate,No,200,0.0,246.0,1.0,Urban,N,Consolidating high-interest debts. Business is booming right now.
Male,Graduate,No,353,120.48583346,245.0,1.0,Rural,Y,Planning to expand my small business operations. Business is booming right now.
Male,Graduate,No,150,2520.87027631,333.0,1.0,Semiurban,Y,I need to renovate my house immediately. I might struggle slightly initially.
Female,Not Graduate,Yes,809,0.0,264.0,1.0,Rural,Y,Planning to expand my small business operations. Business is booming right now.
Male,Not Graduate,Yes,16220,0.0,239.0,0.0,Urban,Y,I need to renovate my house immediately. I am very confident in repayment.
Male,Graduate,No,217,0.0,102.0,1.0,Semiurban,Y,Buying a new car for daily commute. I might struggle slightly initially.
Male,Graduate,No,2222,0.0,69.0,1.0,Rural,Y,Planning to expand my small business operations. Business is booming right now.
Female,Graduate,No,150,0.0,9.0,1.0,Urban,Y,Urgent medical expenses covered by loan. Business is booming right now.
Female,Graduate,No,2236,0.0,226.0,0.0,Urban,N,Consolidating high-interest debts. I am very confident in repayment.
Male,Graduate,No,4454,363.17563068,101.0,0.0,Rural,Y,Consolidating high-interest debts. I am very confident in repayment.
Male,Not Graduate,No,578,529.77769635,173.0,1.0,Urban,Y,Investment in a new startup opportunity. Business is booming right now.
Male,Graduate,No,610,0.0,92.0,1.0,Urban,Y,Urgent medical expenses covered by loan. I am very confident in repayment.
Male,Graduate,Yes,2725,0.0,205.0,0.0,Semiurban,Y,Urgent medical expenses covered by loan. Business is booming right now.
Male,Graduate,No,2325,178.67473378,177.0,1.0,Rural,Y,Planning to expand my small business operations. I might struggle slightly initially.
Male,Graduate,No,150,0.0,259.0,1.0,Rural,N,Investment in a new startup opportunity. Facing some financial stress currently.
Male,Graduate,Yes,341,0.0,237.0,1.0,Semiurban,N,I need to renovate my house immediately. Facing some financial stress currently.
Male,Not Graduate,No,2845,0.0,177.0,1.0,Semiurban,Y,I need to renovate my house immediately. I might struggle slightly initially.
Male,Graduate,Yes,3266,0.0,65.0,1.0,Urban,Y,Buying a new car for daily commute. I am very confident in repayment.
Male,Graduate,No,6407,0.0,92.0,1.0,Semiurban,Y,Investment in a new startup opportunity. I am very confident in repayment.
Female,Not Graduate,Yes,13238,0.0,409.0,0.0,Rural,N,Planning to expand my small business operations. I am very confident in repayment.
Male,Graduate,No,150,900.85462689,147.0,1.0,Urban,Y,Buying a new car for daily commute. Business is booming right now.
Male,Graduate,No,1342,0.0,184.0,1.0,Urban,N,Investment in a new startup opportunity. I might struggle slightly initially.
Male,Graduate,No,3494,0.0,371.0,0.0,Semiurban,Y,Investment in a new startup opportunity. Business is booming right now.
Male,Graduate,No,150,0.0,196.0,1.0,Rural,Y,Consolidating high-interest debts. Business is booming right now.
Female,Graduate,Yes,274,0.0,163.0,1.0,Rural,Y,Planning to expand my small business operations. Business is booming right now.
Male,Graduate,No,1818,2844.45780921,137.0,0.0,Semiurban,Y,Investment in a new startup opportunity. I might struggle slightly initially.
Male,Graduate,No,150,2.18252899,232.0,1.0,Semiurban,N,Consolidating high-interest debts. Business is booming right now.
Male,Graduate,No,3539,0.0,261.0,1.0,Rural,Y,Investment in a new startup opportunity. Facing some financial stress currently.
Male,Not Graduate,No,1515,0.0,9.0,1.0,Urban,Y,Investment in a new startup opportunity. I might struggle slightly initially.
Male,Graduate,Yes,1528,0.0,208.0,1.0,Rural,N,Consolidating high-interest debts. I might struggle slightly initially.
Male,Graduate,No,2122,270.17895029,194.0,0.0,Urban,Y,Consolidating high-interest debts. Business is booming right now.
Male,Graduate,No,586,0.0,447.0,1.0,Urban,Y,Investment in a new startup opportunity. Facing some financial stress currently.
Male,Graduate,Yes,1245,0.0,391.0,0.0,Urban,Y,Urgent medical expenses covered by loan. I am very confident in repayment.
Male,Graduate,Yes,2272,278.74091931,179.0,1.0,Rural,Y,Planning to expand my small business operations. Facing some financial stress currently.
Male,Graduate,No,954,0.0,331.0,1.0,Semiurban,N,I need to renovate my house immediately. I might struggle slightly initially.
Female,Graduate,No,4719,0.0,146.0,1.0,Semiurban,N,Planning to expand my small business operations. Facing some financial stress currently.
Female,Graduate,No,1065,0.0,284.0,1.0,Semiurban,Y,Consolidating high-interest debts. I might struggle slightly initially.
Male,Graduate,No,150,117.32002974,255.0,1.0,Urban,Y,Consolidating high-interest debts. I am very confident in repayment.
Male,Not Graduate,No,6978,155.56118995,431.0,1.0,Urban,Y,Consolidating high-interest debts. Business is booming right now.
Male,Graduate,Yes,428,130.92443908,143.0,1.0,Semiurban,N,Investment in a new startup opportunity. I might struggle slightly initially.
Male,Graduate,Yes,150,31.99273088,136.0,1.0,Rural,Y,Consolidating high-interest debts. Business is booming right now.
Male,Graduate,No,150,0.0,270.0,1.0,Semiurban,N,Investment in a new startup opportunity. I am very confident in repayment.
Male,Graduate,No,754,0.0,230.0,1.0,Semiurban,N,Investment in a new startup opportunity. I am very confident in repayment.
Male,Graduate,No,2402,0.0,224.0,1.0,Urban,Y,Planning to expand my small business operations. I might struggle slightly initially.
Male,Not Graduate,No,1813,0.0,160.0,1.0,Semiurban,Y,Planning to expand my small business operations. I am very confident in repayment.
Male,Not Graduate,No,1562,0.0,87.0,1.0,Urban,Y,Planning to expand my small business operations. I might struggle slightly initially.
Male,Graduate,Yes,1757,363.57080385,305.0,1.0,Urban,Y,Urgent medical expenses covered by loan. Business is booming right now.
Male,Graduate,No,3080,0.0,181.0,1.0,Urban,Y,I need to renovate my house immediately. Business is booming right now.
Male,Graduate,No,3377,0.0,31.0,1.0,Semiurban,Y,Investment in a new startup opportunity. I might struggle slightly initially.
Male,Graduate,No,4361,3035.16224016,383.0,1.0,Urban,N,Planning to expand my small business operations. I might struggle slightly initially.
Male,Not Graduate,Yes,952,0.0,240.0,1.0,Semiurban,Y,Consolidating high-interest debts. Facing some financial stress currently.
Male,Graduate,No,3753,0.0,162.0,1.0,Urban,Y,Buying a new car for daily commute. I am very confident in repayment.
Male,Not Graduate,No,2811,0.0,134.0,1.0,Urban,Y,Consolidating high-interest debts. I am very confident in repayment.
Male,Graduate,No,5740,0.0,229.0,1.0,Urban,Y,Urgent medical expenses covered by loan. I am very confident in repayment.
Male,Not Graduate,No,188,411.53794373,246.0,1.0,Semiurban,Y,I need to renovate my house immediately. I might struggle slightly initially.
Female,Graduate,Yes,5076,0.0,65.0,1.0,Rural,Y,Consolidating high-interest debts. Facing some financial stress currently.
Male,Graduate,No,546,384.10216006,27.0,1.0,Urban,Y,Planning to expand my small business operations. Facing some financial stress currently.
Male,Graduate,No,4389,0.0,211.0,0.0,Urban,Y,Urgent medical expenses covered by loan. Business is booming right now.
Male,Graduate,No,8240,0.0,167.0,1.0,Urban,N,I need to renovate my house immediately. I am very confident in repayment.
Male,Not Graduate,No,1897,0.0,184.0,1.0,Rural,Y,Buying a new car for daily commute. Business is booming right now.
Male,Graduate,No,5180,0.0,131.0,0.0,Urban,N,Planning to expand my small business operations. I am very confident in repayment.
Male,Graduate,No,150,0.0,167.0,1.0,Semiurban,Y,Investment in a new startup opportunity. Facing some financial stress currently.
Male,Not Graduate,No,2372,0.0,296.0,0.0,Rural,N,Buying a new car for daily commute. I might struggle slightly initially.
Male,Graduate,Yes,1929,1372.95094023,134.0,1.0,Rural,Y,Planning to expand my small business operations. I am very confident in repayment.
Male,Graduate,No,1491,1418.75077521,347.0,1.0,Rural,Y,Planning to expand my small business operations. Business is booming right now.
Male,Graduate,No,150,2156.6742663,170.0,0.0,Urban,Y,Consolidating high-interest debts. I might struggle slightly initially.
Male,Not Graduate,Yes,919,1049.61871852,255.0,0.0,Rural,Y,Investment in a new startup opportunity. I am very confident in repayment.
Male,Not Graduate,No,3175,0.0,9.0,1.0,Urban,Y,I need to renovate my house immediately. I am very confident in repayment.
Male,Graduate,No,3000,0.0,183.0,0.0,Rural,Y,Investment in a new startup opportunity. Facing some financial stress currently.
Female,Graduate,No,4704,0.0,600.0,1.0,Rural,Y,I need to renovate my house immediately. Business is booming right now.
Male,Graduate,No,1050,525.990097,420.0,1.0,Semiurban,Y,Investment in a new startup opportunity. Facing some financial stress currently.
Male,Not Graduate,No,830,308.0687659,242.0,1.0,Semiurban,Y,Investment in a new startup opportunity. I might struggle slightly initially.
Female,Not Graduate,Yes,150,0.0,196.0,0.0,Rural,N,Urgent medical expenses covered by loan. I am very confident in repayment.
Male,Not Graduate,No,150,0.0,151.0,1.0,Urban,Y,Consolidating high-interest debts. Business is booming right now.
Male,Graduate,No,2068,0.0,88.0,0.0,Semiurban,N,I need to renovate my house immediately. Business is booming right now.
Male,Graduate,No,910,0.0,102.0,1.0,Semiurban,Y,Urgent medical expenses covered by loan. Facing some financial stress currently.
Male,Graduate,Yes,1117,1372.69086858,180.0,1.0,Urban,Y,Investment in a new startup opportunity. Facing some financial stress currently.
Male,Graduate,No,150,0.0,178.0,0.0,Rural,Y,Investment in a new startup opportunity. Facing some financial stress currently.
Female,Graduate,Yes,9229,0.0,65.0,1.0,Urban,Y,Planning to expand my small business operations. Facing some financial stress currently.
Male,Not Graduate,Yes,2427,71.32471103,163.0,1.0,Urban,Y,Urgent medical expenses covered by loan. Facing some financial stress currently.
Male,Not Graduate,No,150,0.0,108.0,0.0,Urban,N,Investment in a new startup opportunity. I might struggle slightly initially.
Male,Graduate,Yes,150,0.0,269.0,0.0,Rural,N,Buying a new car for daily commute. Business is booming right now.
Male,Graduate,No,150,0.0,173.0,1.0,Urban,Y,Consolidating high-interest debts. I am very confident in repayment.
Male,Graduate,No,961,306.31705603,90.0,1.0,Urban,Y,Planning to expand my small business operations. I am very confident in repayment.
Male,Graduate,No,4174,22.13172206,141.0,1.0,Rural,Y,Buying a new car for daily commute. Business is booming right now.
Male,Graduate,No,7651,209.47533323,97.0,1.0,Urban,Y,Consolidating high-interest debts. Facing some financial stress currently.
Female,Not Graduate,No,3174,0.0,151.0,1.0,Urban,N,Consolidating high-interest debts. I might struggle slightly initially.
Male,Not Graduate,Yes,3146,0.0,250.0,1.0,Urban,Y,Buying a new car for daily commute. I am very confident in repayment.
Male,Graduate,No,2952,686.98561856,600.0,1.0,Urban,Y,Consolidating high-interest debts. I am very confident in repayment.
Male,Graduate,No,150,0.0,244.0,1.0,Semiurban,Y,Buying a new car for daily commute. I am very confident in repayment.
Male,Graduate,No,2042,0.0,202.0,1.0,Semiurban,Y,Investment in a new startup opportunity. Business is booming right now.
Male,Not Graduate,No,150,0.0,242.0,1.0,Rural,Y,Planning to expand my small business operations. Business is booming right now.
Male,Graduate,Yes,1211,16.99571569,171.0,1.0,Semiurban,Y,Buying a new car for daily commute. Business is booming right now.
Male,Graduate,No,150,0.0,344.0,1.0,Rural,Y,Urgent medical expenses covered by loan. Facing some financial stress currently.
Male,Graduate,No,150,0.0,180.0,1.0,Semiurban,N,Planning to expand my small business operations. I might struggle slightly initially.
Male,Graduate,No,7365,0.0,146.0,1.0,Rural,Y,Buying a new car for daily commute. I might struggle slightly initially.
Male,Not Graduate,No,2066,378.84268129,49.0,1.0,Semiurban,Y,Urgent medical expenses covered by loan. I might struggle slightly initially.
Male,Not Graduate,No,150,0.0,216.0,0.0,Rural,Y,Consolidating high-interest debts. Business is booming right now.
Female,Graduate,No,307,0.0,233.0,0.0,Rural,N,I need to renovate my house immediately. Facing some financial stress currently.
Male,Graduate,No,150,0.0,212.0,1.0,Semiurban,Y,Investment in a new startup opportunity. I might struggle slightly initially.
Male,Graduate,No,1944,200.89505693,86.0,1.0,Semiurban,N,Investment in a new startup opportunity. Business is booming right now.
Female,Graduate,No,150,27.36931002,137.0,1.0,Urban,N,Buying a new car for daily commute. Facing some financial stress currently.
Female,Not Graduate,No,3157,0.0,67.0,1.0,Semiurban,Y,Buying a new car for daily commute. I am very confident in repayment.
Male,Graduate,No,150,346.49913114,123.0,0.0,Rural,Y,I need to renovate my house immediately. I might struggle slightly initially.
Female,Graduate,Yes,2822,355.45171813,152.0,1.0,Urban,N,Planning to expand my small business operations. I might struggle slightly initially.
Male,Graduate,No,3190,0.0,115.0,1.0,Urban,N,Consolidating high-interest debts. I am very confident in repayment.
Male,Graduate,No,3851,0.0,106.0,1.0,Rural,Y,Buying a new car for daily commute. I am very confident in repayment.
Male,Not Graduate,No,150,2115.93826548,57.0,1.0,Semiurban,Y,Buying a new car for daily commute. Business is booming right now.
Female,Graduate,No,1649,0.0,346.0,1.0,Rural,Y,Consolidating high-interest debts. I am very confident in repayment.
Female,Graduate,Yes,150,1402.76408478,196.0,1.0,Rural,N,Urgent medical expenses covered by loan. I am very confident in repayment.
Male,Graduate,No,2092,0.0,220.0,1.0,Urban,Y,Buying a new car for daily commute. I am very confident in repayment.
Male,Not Graduate,Yes,6073,0.0,229.0,1.0,Semiurban,Y,Buying a new car for daily commute. Facing some financial stress currently.
Male,Graduate,No,2615,0.0,433.0,1.0,Rural,Y,Planning to expand my small business operations. Business is booming right now.
Male,Graduate,No,1595,0.0,202.0,1.0,Urban,Y,Investment in a new startup opportunity. I am very confident in repayment.
Male,Graduate,No,516,0.0,137.0,1.0,Semiurban,Y,Investment in a new startup opportunity. Facing some financial stress currently.
Male,Not Graduate,No,1254,0.0,166.0,1.0,Rural,Y,Buying a new car for daily commute. I am very confident in repayment.
Male,Graduate,No,1685,0.0,239.0,1.0,Rural,Y,Consolidating high-interest debts. Facing some financial stress currently.
Male,Graduate,No,3039,0.0,200.0,1.0,Semiurban,N,Planning to expand my small business operations. I might struggle slightly initially.
Male,Not Graduate,No,1352,0.0,371.0,1.0,Semiurban,Y,Investment in a new startup opportunity. Facing some financial stress currently.
Female,Graduate,No,1460,589.55848202,100.0,1.0,Rural,Y,Consolidating high-interest debts. Business is booming right now.
Male,Graduate,No,3239,0.0,128.0,1.0,Urban,Y,Planning to expand my small business operations. Business is booming right now.
Male,Graduate,No,150,0.0,207.0,1.0,Rural,Y,I need to renovate my house immediately. Business is booming right now.
Male,Graduate,No,1181,0.0,55.0,0.0,Semiurban,N,Planning to expand my small business operations. I might struggle slightly initially.
Female,Graduate,Yes,8466,0.0,192.0,1.0,Rural,N,Urgent medical expenses covered by loan. I am very confident in repayment.
Male,Graduate,No,150,2108.81750936,37.0,1.0,Semiurban,N,I need to renovate my house immediately. I am very confident in repayment.
Male,Not Graduate,No,1316,229.63923229,179.0,1.0,Rural,Y,Urgent medical expenses covered by loan. I am very confident in repayment.
Male,Not Graduate,Yes,1970,0.0,237.0,1.0,Rural,N,Buying a new car for daily commute. Facing some financial stress currently.
Male,Graduate,No,150,6153.4040602,203.0,0.0,Semiurban,Y,Planning to expand my small business operations. I am very confident in repayment.
Male,Graduate,Yes,2534,0.0,210.0,1.0,Semiurban,Y,Planning to expand my small business operations. Business is booming right now.
Female,Not Graduate,No,8566,0.0,174.0,0.0,Rural,N,I need to renovate my house immediately. Business is booming right now.
Male,Graduate,No,150,0.0,276.0,1.0,Semiurban,N,I need to renovate my house immediately. I am very confident in repayment.
Male,Graduate,No,1506,0.0,147.0,0.0,Urban,N,Buying a new car for daily commute. I am very confident in repayment.
Male,Not Graduate,No,1866,0.0,9.0,1.0,Rural,Y,I need to renovate my house immediately. I might struggle slightly initially.
Male,Graduate,No,1780,326.51666588,57.0,1.0,Rural,Y,Planning to expand my small business operations. I am very confident in repayment.
Male,Graduate,No,1723,568.05440284,95.0,0.0,Semiurban,Y,Urgent medical expenses covered by loan. I am very confident in repayment.
Female,Graduate,No,2537,717.49063713,139.0,1.0,Rural,N,I need to renovate my house immediately. Facing some financial stress currently.
Male,Graduate,No,1529,0.0,168.0,1.0,Semiurban,N,Consolidating high-interest debts. Business is booming right now.
Male,Graduate,No,5985,0.0,124.0,1.0,Rural,Y,I need to renovate my house immediately. I am very confident in repayment.
Male,Graduate,No,1670,0.0,272.0,1.0,Semiurban,N,Consolidating high-interest debts. I might struggle slightly initially.
Male,Not Graduate,Yes,7592,0.0,170.0,1.0,Urban,Y,Consolidating high-interest debts. I am very confident in repayment.
Female,Graduate,No,150,0.0,70.0,1.0,Semiurban,Y,Urgent medical expenses covered by loan. I am very confident in repayment.
Male,Not Graduate,No,3943,249.19020997,110.0,1.0,Rural,N,I need to renovate my house immediately. I might struggle slightly initially.
Male,Graduate,Yes,150,1386.59196412,262.0,1.0,Rural,Y,Investment in a new startup opportunity. I might struggle slightly initially.
Male,Graduate,No,715,0.0,318.0,1.0,Semiurban,Y,Consolidating high-interest debts. I might struggle slightly initially.
Female,Not Graduate,No,150,0.0,179.0,1.0,Urban,Y,Buying a new car for daily commute. Business is booming right now.
Male,Graduate,Yes,150,493.54459274,50.0,0.0,Semiurban,N,Planning to expand my small business operations. I am very confident in repayment.
Male,Graduate,No,4159,36.10658513,215.0,1.0,Urban,Y,Urgent medical expenses covered by loan. I might struggle slightly initially.
Female,Graduate,No,3320,0.0,144.0,1.0,Semiurban,N,Investment in a new startup opportunity. Facing some financial stress currently.
Male,Graduate,No,1541,0.0,147.0,1.0,Urban,N,I need to renovate my house immediately. I am very confident in repayment.
Female,Not Graduate,Yes,1113,0.0,426.0,1.0,Urban,N,Planning to expand my small business operations. I might struggle slightly initially.
Male,Graduate,No,150,0.0,181.0,1.0,Rural,Y,Investment in a new startup opportunity. I am very confident in repayment.
Male,Not Graduate,No,1506,67.04951025,258.0,1.0,Rural,Y,Urgent medical expenses covered by loan. I am very confident in repayment.
Male,Not Graduate,No,7134,0.0,283.0,1.0,Rural,N,I need to renovate my house immediately. Business is booming right now.
Male,Graduate,No,150,0.0,417.0,1.0,Rural,N,Urgent medical expenses covered by loan. Business is booming right now.
Male,Graduate,No,2247,0.0,163.0,1.0,Rural,N,I need to renovate my house immediately. I am very confident in repayment.
Male,Graduate,No,4360,0.0,79.0,1.0,Rural,Y,I need to renovate my house immediately. I am very confident in repayment.
Male,Not Graduate,No,150,0.0,43.0,1.0,Urban,Y,Investment in a new startup opportunity. Business is booming right now.
Male,Not Graduate,No,3964,343.35111641,57.0,1.0,Semiurban,N,Consolidating high-interest debts. I might struggle slightly initially.
Male,Graduate,No,150,0.0,103.0,1.0,Rural,Y,Planning to expand my small business operations. I am very confident in repayment.
Male,Graduate,No,286,0.0,158.0,1.0,Rural,N,Planning to expand my small business operations. Business is booming right now.
Male,Graduate,No,4892,0.0,351.0,1.0,Rural,N,Investment in a new startup opportunity. Business is booming right now.
Male,Not Graduate,No,150,0.0,182.0,1.0,Semiurban,Y,Buying a new car for daily commute. I might struggle slightly initially.
Male,Graduate,No,1950,0.0,132.0,1.0,Semiurban,N,Investment in a new startup opportunity. Business is booming right now.
Male,Graduate,No,150,2982.9624292,85.0,1.0,Semiurban,N,Investment in a new startup opportunity. Business is booming right now.
Female,Graduate,No,150,127.09124404,119.0,1.0,Urban,N,Consolidating high-interest debts. Business is booming right now.
Male,Graduate,No,1131,545.48305644,318.0,1.0,Urban,Y,Buying a new car for daily commute. I am very confident in repayment.
Male,Not Graduate,No,150,187.84216202,270.0,1.0,Rural,Y,Investment in a new startup opportunity. I might struggle slightly initially.
Male,Not Graduate,No,743,0.0,256.0,1.0,Semiurban,N,I need to renovate my house immediately. Business is booming right now.
Male,Graduate,No,2255,0.0,85.0,0.0,Urban,Y,Planning to expand my small business operations. Facing some financial stress currently.
Male,Graduate,No,894,132.76934501,148.0,0.0,Urban,Y,Buying a new car for daily commute. Facing some financial stress currently.
Female,Graduate,No,270,0.0,176.0,1.0,Rural,N,Buying a new car for daily commute. Facing some financial stress currently.
Male,Graduate,No,150,352.92438537,210.0,1.0,Rural,Y,I need to renovate my house immediately. I might struggle slightly initially.
Male,Graduate,Yes,1060,26.77827662,220.0,1.0,Semiurban,Y,Consolidating high-interest debts. I might struggle slightly initially.
Male,Graduate,No,150,648.22468825,198.0,1.0,Semiurban,N,Consolidating high-interest debts. Business is booming right now.
Male,Graduate,No,150,0.0,170.0,1.0,Rural,Y,Buying a new car for daily commute. Facing some financial stress currently.
Female,Graduate,Yes,492,4817.96752934,126.0,1.0,Urban,Y,Urgent medical expenses covered by loan. I might struggle slightly initially.
Male,Graduate,No,3672,0.0,160.0,0.0,Rural,N,I need to renovate my house immediately. Business is booming right now.
Male,Graduate,No,150,0.0,94.0,1.0,Rural,Y,I need to renovate my house immediately. Business is booming right now.
Male,Not Graduate,No,467,0.0,198.0,1.0,Semiurban,N,I need to renovate my house immediately. Business is booming right now.
Male,Graduate,Yes,254,343.31441924,124.0,1.0,Urban,Y,Planning to expand my small business operations. Business is booming right now.
Male,Not Graduate,No,2726,0.0,229.0,0.0,Urban,Y,Investment in a new startup opportunity. I am very confident in repayment.
Male,Not Graduate,No,1563,0.0,268.0,1.0,Rural,Y,Planning to expand my small business operations. I am very confident in repayment.
Female,Graduate,No,2040,0.0,68.0,1.0,Urban,Y,I need to renovate my house immediately. I might struggle slightly initially.
Male,Graduate,No,1470,0.0,235.0,1.0,Semiurban,Y,Consolidating high-interest debts. I am very confident in repayment.
Male,Graduate,No,1885,0.0,230.0,1.0,Rural,Y,Investment in a new startup opportunity. I am very confident in repayment.
Male,Graduate,No,3165,0.0,9.0,1.0,Semiurban,Y,Consolidating high-interest debts. I might struggle slightly initially.
Male,Graduate,No,881,1846.9091994,206.0,0.0,Urban,Y,I need to renovate my house immediately. I might struggle slightly initially.
Male,Graduate,No,2008,0.0,213.0,1.0,Rural,Y,Consolidating high-interest debts. Business is booming right now.
Male,Not Graduate,No,2965,1770.94590641,279.0,1.0,Semiurban,Y,Consolidating high-interest debts. Facing some financial stress currently.
Male,Graduate,No,173,0.0,9.0,1.0,Semiurban,Y,Urgent medical expenses covered by loan. Business is booming right now.
Male,Graduate,No,849,0.0,271.0,1.0,Rural,N,Investment in a new startup opportunity. Business is booming right now.
Male,Graduate,No,150,0.0,77.0,1.0,Urban,Y,Consolidating high-interest debts. Business is booming right now.
Male,Not Graduate,No,150,0.0,224.0,1.0,Urban,Y,Consolidating high-interest debts. I might struggle slightly initially.
Male,Graduate,Yes,6718,0.0,118.0,1.0,Urban,Y,Consolidating high-interest debts. I am very confident in repayment.
Male,Graduate,No,741,0.0,233.0,1.0,Rural,Y,Investment in a new startup opportunity. I might struggle slightly initially.
Male,Graduate,No,2621,0.0,154.0,0.0,Semiurban,N,Investment in a new startup opportunity. I might struggle slightly initially.
Male,Graduate,Yes,4460,238.84719546,211.0,1.0,Semiurban,Y,Planning to expand my small business operations. I might struggle slightly initially.
Male,Graduate,No,150,10742.12919028,129.0,1.0,Urban,Y,Urgent medical expenses covered by loan. Business is booming right now.
Male,Not Graduate,No,788,0.0,217.0,1.0,Rural,Y,Urgent medical expenses covered by loan. Facing some financial stress currently.
Female,Not Graduate,No,2116,0.0,192.0,1.0,Urban,Y,Investment in a new startup opportunity. I might struggle slightly initially.
Male,Graduate,No,2570,0.0,200.0,1.0,Semiurban,N,Urgent medical expenses covered by loan. I am very confident in repayment.
Male,Graduate,No,196,583.80499877,139.0,1.0,Semiurban,Y,Investment in a new startup opportunity. I am very confident in repayment.
Male,Graduate,No,1522,0.0,88.0,0.0,Semiurban,N,Buying a new car for daily commute. Facing some financial stress currently.
Male,Graduate,Yes,537,0.0,77.0,1.0,Semiurban,Y,Buying a new car for daily commute. I might struggle slightly initially.
Male,Graduate,No,2484,0.0,187.0,1.0,Urban,Y,Urgent medical expenses covered by loan. Facing some financial stress currently.
Male,Graduate,No,1050,74.51956423,57.0,1.0,Rural,Y,Consolidating high-interest debts. I am very confident in repayment.
Male,Not Graduate,Yes,150,144.33163773,98.0,1.0,Urban,Y,Buying a new car for daily commute. Business is booming right now.
Male,Graduate,No,430,0.0,113.0,1.0,Rural,Y,Investment in a new startup opportunity. Business is booming right now.
Male,Graduate,No,3865,0.0,200.0,1.0,Rural,Y,Buying a new car for daily commute. I am very confident in repayment.
Male,Graduate,No,150,0.0,45.0,1.0,Urban,Y,I need to renovate my house immediately. I am very confident in repayment.
Male,Graduate,Yes,5526,0.0,220.0,0.0,Urban,Y,Investment in a new startup opportunity. Business is booming right now.
Male,Graduate,No,286,0.0,220.0,1.0,Rural,Y,Investment in a new startup opportunity. Business is booming right now.
Male,Graduate,No,5340,363.44746014,133.0,0.0,Urban,N,Planning to expand my small business operations. I might struggle slightly initially.
Male,Graduate,No,1256,0.0,56.0,1.0,Urban,Y,Consolidating high-interest debts. I might struggle slightly initially.
Female,Not Graduate,Yes,1549,524.27825879,373.0,1.0,Urban,Y,Investment in a new startup opportunity. I might struggle slightly initially.
Male,Graduate,No,1169,0.0,165.0,1.0,Semiurban,N,I need to renovate my house immediately. Facing some financial stress currently.
Male,Graduate,No,8618,0.0,210.0,1.0,Semiurban,Y,Urgent medical expenses covered by loan. Business is booming right now.
Male,Graduate,No,2040,0.0,393.0,1.0,Rural,Y,I need to renovate my house immediately. I am very confident in repayment.
Male,Graduate,No,8007,0.0,132.0,1.0,Urban,Y,I need to renovate my house immediately. I might struggle slightly initially.
Male,Graduate,Yes,150,206.12598041,359.0,1.0,Semiurban,Y,I need to renovate my house immediately. Facing some financial stress currently.
Male,Graduate,No,4507,0.0,97.0,1.0,Rural,Y,Investment in a new startup opportunity. Facing some financial stress currently.
Male,Not Graduate,No,2009,50.01180817,177.0,1.0,Semiurban,N,Buying a new car for daily commute. Business is booming right now.
Male,Not Graduate,No,13386,361.83174053,283.0,0.0,Urban,N,Buying a new car for daily commute. I am very confident in repayment.
