Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Credit_History,Loan_Status,Application_Note,TotalIncome,LoanIncomeRatio,HasCreditHistory,Note_Length,Risk_Keyword_Flag,Gender_Male,Education_Not Graduate,Employment_Type_Self_Employed,Property_Area_Semiurban,Property_Area_Urban,IncomeLevel_Medium,IncomeLevel_High,IncomeLevel_Very High
No,170,0.0,293.0,1.0,N,I need to renovate my house immediately. Facing some financial stress currently.,170.0,1.713450292397661,1,80,0,False,False,False,True,False,False,False,False
No,3354,0.0,143.0,1.0,Y,I need to renovate my house immediately. Facing some financial stress currently.,3354.0,0.04262295081967213,1,80,0,True,True,False,False,True,True,False,False
No,11493,297.95999664,213.0,0.0,N,Urgent medical expenses covered by loan. I am very confident in repayment.,11790.95999664,0.018063154900516302,0,74,1,True,False,False,False,False,False,False,True
No,1081,0.0,197.0,1.0,N,Consolidating high-interest debts. Business is booming right now.,1081.0,0.18207024029574861,1,65,1,True,True,False,False,False,False,False,False
No,1026,0.0,348.0,1.0,N,Buying a new car for daily commute. Facing some financial stress currently.,1026.0,0.3388510223953262,1,75,0,True,False,False,False,True,False,False,False
No,1722,0.0,526.0,1.0,Y,Buying a new car for daily commute. I might struggle slightly initially.,1722.0,0.3052814857806152,1,72,1,False,True,False,False,True,False,False,False
No,6712,0.0,182.0,1.0,Y,Consolidating high-interest debts. I might struggle slightly initially.,6712.0,0.027111574556830033,1,71,1,True,True,False,False,True,False,True,False
Yes,2086,0.0,118.0,1.0,N,Consolidating high-interest debts. I am very confident in repayment.,2086.0,0.05654048873981792,1,68,1,False,False,True,False,True,True,False,False
No,3110,489.8512394,163.0,1.0,N,Buying a new car for daily commute. I am very confident in repayment.,3599.8512394,0.04526707413415952,1,69,0,False,True,False,True,False,True,False,False
Yes,8315,443.27690423,460.0,1.0,N,Urgent medical expenses covered by loan. Business is booming right now.,8758.27690423,0.05251575044714688,1,71,1,True,False,True,False,True,False,True,False
Yes,150,1584.83864997,198.0,1.0,Y,Consolidating high-interest debts. Facing some financial stress currently.,1734.83864997,0.11406590123075205,1,74,1,False,False,True,False,True,False,False,False
No,3825,1871.13195011,9.0,1.0,Y,I need to renovate my house immediately. Business is booming right now.,5696.13195011,0.0015797422420286806,1,71,0,True,False,False,False,False,False,True,False
No,4556,0.0,204.0,1.0,N,Buying a new car for daily commute. I am very confident in repayment.,4556.0,0.04476629361421988,1,69,0,True,True,False,True,False,True,False,False
No,200,0.0,246.0,1.0,N,Consolidating high-interest debts. Business is booming right now.,200.0,1.2238805970149254,1,65,1,False,False,False,False,True,False,False,False
No,353,120.48583346,245.0,1.0,Y,Planning to expand my small business operations. Business is booming right now.,473.48583346,0.516348398040537,1,79,0,True,False,False,False,False,False,False,False
No,150,2520.87027631,333.0,1.0,Y,I need to renovate my house immediately. I might struggle slightly initially.,2670.87027631,0.12463179928776008,1,77,1,True,False,False,True,False,True,False,False
Yes,809,0.0,264.0,1.0,Y,Planning to expand my small business operations. Business is booming right now.,809.0,0.32592592592592595,1,79,0,False,True,True,False,False,False,False,False
Yes,16220,0.0,239.0,0.0,Y,I need to renovate my house immediately. I am very confident in repayment.,16220.0,0.014733986807225203,0,74,0,True,True,True,False,True,False,False,True
No,217,0.0,102.0,1.0,Y,Buying a new car for daily commute. I might struggle slightly initially.,217.0,0.46788990825688076,1,72,1,True,False,False,True,False,False,False,False
No,2222,0.0,69.0,1.0,Y,Planning to expand my small business operations. Business is booming right now.,2222.0,0.0310391363022942,1,79,0,True,False,False,False,False,True,False,False
No,150,0.0,9.0,1.0,Y,Urgent medical expenses covered by loan. Business is booming right now.,150.0,0.059602649006622516,1,71,1,False,False,False,False,True,False,False,False
No,2236,0.0,226.0,0.0,N,Consolidating high-interest debts. I am very confident in repayment.,2236.0,0.10102816271792579,0,68,1,False,False,False,False,True,True,False,False
No,4454,363.17563068,101.0,0.0,Y,Consolidating high-interest debts. I am very confident in repayment.,4817.17563068,0.020962291070685948,0,68,1,True,False,False,False,False,True,False,False
No,578,529.77769635,173.0,1.0,Y,Investment in a new startup opportunity. Business is booming right now.,1107.77769635,0.15602766954052286,1,71,0,True,True,False,False,True,False,False,False
No,610,0.0,92.0,1.0,Y,Urgent medical expenses covered by loan. I am very confident in repayment.,610.0,0.15057283142389524,1,74,1,True,False,False,False,True,False,False,False
Yes,2725,0.0,205.0,0.0,Y,Urgent medical expenses covered by loan. Business is booming right now.,2725.0,0.0752017608217168,0,71,1,True,False,True,True,False,True,False,False
No,2325,178.67473378,177.0,1.0,Y,Planning to expand my small business operations. I might struggle slightly initially.,2503.6747337799998,0.0706678586296415,1,85,1,True,False,False,False,False,True,False,False
No,150,0.0,259.0,1.0,N,Investment in a new startup opportunity. Facing some financial stress currently.,150.0,1.7152317880794703,1,80,0,True,False,False,False,False,False,False,False
Yes,341,0.0,237.0,1.0,N,I need to renovate my house immediately. Facing some financial stress currently.,341.0,0.6929824561403509,1,80,0,True,False,True,True,False,False,False,False
No,2845,0.0,177.0,1.0,Y,I need to renovate my house immediately. I might struggle slightly initially.,2845.0,0.06219255094869993,1,77,1,True,True,False,True,False,True,False,False
Yes,3266,0.0,65.0,1.0,Y,Buying a new car for daily commute. I am very confident in repayment.,3266.0,0.019895928986838077,1,69,0,True,False,True,False,True,True,False,False
No,6407,0.0,92.0,1.0,Y,Investment in a new startup opportunity. I am very confident in repayment.,6407.0,0.01435705368289638,1,74,0,True,False,False,True,False,False,True,False
Yes,13238,0.0,409.0,0.0,N,Planning to expand my small business operations. I am very confident in repayment.,13238.0,0.030893572022056046,0,82,0,False,True,True,False,False,False,False,True
No,150,900.85462689,147.0,1.0,Y,Buying a new car for daily commute. Business is booming right now.,1050.85462689,0.13975315242433484,1,66,0,True,False,False,False,True,False,False,False
No,1342,0.0,184.0,1.0,N,Investment in a new startup opportunity. I might struggle slightly initially.,1342.0,0.1370067014147431,1,77,1,True,False,False,False,True,False,False,False
No,3494,0.0,371.0,0.0,Y,Investment in a new startup opportunity. Business is booming right now.,3494.0,0.1061516452074392,0,71,0,True,False,False,True,False,True,False,False
No,150,0.0,196.0,1.0,Y,Consolidating high-interest debts. Business is booming right now.,150.0,1.2980132450331126,1,65,1,True,False,False,False,False,False,False,False
Yes,274,0.0,163.0,1.0,Y,Planning to expand my small business operations. Business is booming right now.,274.0,0.5927272727272728,1,79,0,False,False,True,False,False,False,False,False
No,1818,2844.45780921,137.0,0.0,Y,Investment in a new startup opportunity. I might struggle slightly initially.,4662.45780921,0.02937734307994267,0,77,1,True,False,False,True,False,True,False,False
No,150,2.18252899,232.0,1.0,N,Consolidating high-interest debts. Business is booming right now.,152.18252899,1.5145330314734868,1,65,1,True,False,False,True,False,False,False,False
No,3539,0.0,261.0,1.0,Y,Investment in a new startup opportunity. Facing some financial stress currently.,3539.0,0.07372881355932204,1,80,0,True,False,False,False,False,True,False,False
No,1515,0.0,9.0,1.0,Y,Investment in a new startup opportunity. I might struggle slightly initially.,1515.0,0.005936675461741424,1,77,1,True,True,False,False,True,False,False,False
Yes,1528,0.0,208.0,1.0,N,Consolidating high-interest debts. I might struggle slightly initially.,1528.0,0.13603662524525834,1,71,1,True,False,True,False,False,False,False,False
No,2122,270.17895029,194.0,0.0,Y,Consolidating high-interest debts. Business is booming right now.,2392.17895029,0.08106372487376738,0,65,1,True,False,False,False,True,True,False,False
No,586,0.0,447.0,1.0,Y,Investment in a new startup opportunity. Facing some financial stress currently.,586.0,0.7614991482112436,1,80,0,True,False,False,False,True,False,False,False
Yes,1245,0.0,391.0,0.0,Y,Urgent medical expenses covered by loan. I am very confident in repayment.,1245.0,0.31380417335473515,0,74,1,True,False,True,False,True,False,False,False
Yes,2272,278.74091931,179.0,1.0,Y,Planning to expand my small business operations. Facing some financial stress currently.,2550.74091931,0.07014818732005217,1,88,0,True,False,True,False,False,True,False,False
No,954,0.0,331.0,1.0,N,I need to renovate my house immediately. I might struggle slightly initially.,954.0,0.34659685863874345,1,77,1,True,False,False,True,False,False,False,False
No,4719,0.0,146.0,1.0,N,Planning to expand my small business operations. Facing some financial stress currently.,4719.0,0.03093220338983051,1,88,0,False,False,False,True,False,True,False,False
No,1065,0.0,284.0,1.0,Y,Consolidating high-interest debts. I might struggle slightly initially.,1065.0,0.26641651031894936,1,71,1,False,False,False,True,False,False,False,False
No,150,117.32002974,255.0,1.0,Y,Consolidating high-interest debts. I am very confident in repayment.,267.32002974,0.9503576764175712,1,68,1,True,False,False,False,True,False,False,False
No,6978,155.56118995,431.0,1.0,Y,Consolidating high-interest debts. Business is booming right now.,7133.56118995,0.06041016238071125,1,65,1,True,True,False,False,True,False,True,False
Yes,428,130.92443908,143.0,1.0,N,Investment in a new startup opportunity. I might struggle slightly initially.,558.92443908,0.25539160290084906,1,77,1,True,False,True,True,False,False,False,False
Yes,150,31.99273088,136.0,1.0,Y,Consolidating high-interest debts. Business is booming right now.,181.99273088,0.743198920230246,1,65,1,True,False,True,False,False,False,False,False
No,150,0.0,270.0,1.0,N,Investment in a new startup opportunity. I am very confident in repayment.,150.0,1.7880794701986755,1,74,0,True,False,False,True,False,False,False,False
No,754,0.0,230.0,1.0,N,Investment in a new startup opportunity. I am very confident in repayment.,754.0,0.304635761589404,1,74,0,True,False,False,True,False,False,False,False
No,2402,0.0,224.0,1.0,Y,Planning to expand my small business operations. I might struggle slightly initially.,2402.0,0.09321681231793591,1,85,1,True,False,False,False,True,True,False,False
No,1813,0.0,160.0,1.0,Y,Planning to expand my small business operations. I am very confident in repayment.,1813.0,0.08820286659316427,1,82,0,True,True,False,True,False,False,False,False
No,1562,0.0,87.0,1.0,Y,Planning to expand my small business operations. I might struggle slightly initially.,1562.0,0.05566218809980806,1,85,1,True,True,False,False,True,False,False,False
Yes,1757,363.57080385,305.0,1.0,Y,Urgent medical expenses covered by loan. Business is booming right now.,2120.57080385,0.14376140520340805,1,71,1,True,False,True,False,True,True,False,False
No,3080,0.0,181.0,1.0,Y,I need to renovate my house immediately. Business is booming right now.,3080.0,0.058747160012982795,1,71,0,True,False,False,False,True,True,False,False
No,3377,0.0,31.0,1.0,Y,Investment in a new startup opportunity. I might struggle slightly initially.,3377.0,0.009177027827116636,1,77,1,True,False,False,True,False,True,False,False
No,4361,3035.16224016,383.0,1.0,N,Planning to expand my small business operations. I might struggle slightly initially.,7396.16224016,0.0517766121068227,1,85,1,True,False,False,False,True,False,True,False
Yes,952,0.0,240.0,1.0,Y,Consolidating high-interest debts. Facing some financial stress currently.,952.0,0.2518363064008394,1,74,1,True,True,True,True,False,False,False,False
No,3753,0.0,162.0,1.0,Y,Buying a new car for daily commute. I am very confident in repayment.,3753.0,0.043153969099627064,1,69,0,True,False,False,False,True,True,False,False
No,2811,0.0,134.0,1.0,Y,Consolidating high-interest debts. I am very confident in repayment.,2811.0,0.0476529160739687,1,68,1,True,True,False,False,True,True,False,False
No,5740,0.0,229.0,1.0,Y,Urgent medical expenses covered by loan. I am very confident in repayment.,5740.0,0.039888521163560356,1,74,1,True,False,False,False,True,False,True,False
No,188,411.53794373,246.0,1.0,Y,I need to renovate my house immediately. I might struggle slightly initially.,599.53794373,0.40963273439821285,1,77,1,True,True,False,True,False,False,False,False
Yes,5076,0.0,65.0,1.0,Y,Consolidating high-interest debts. Facing some financial stress currently.,5076.0,0.012802836320661808,1,74,1,False,False,True,False,False,False,True,False
No,546,384.10216006,27.0,1.0,Y,Planning to expand my small business operations. Facing some financial stress currently.,930.10216006,0.028997892130612313,1,88,0,True,False,False,False,True,False,False,False
No,4389,0.0,211.0,0.0,Y,Urgent medical expenses covered by loan. Business is booming right now.,4389.0,0.04806378132118451,0,71,1,True,False,False,False,True,True,False,False
No,8240,0.0,167.0,1.0,N,I need to renovate my house immediately. I am very confident in repayment.,8240.0,0.02026453100351899,1,74,0,True,False,False,False,True,False,True,False
No,1897,0.0,184.0,1.0,Y,Buying a new car for daily commute. Business is booming right now.,1897.0,0.09694415173867228,1,66,0,True,True,False,False,False,False,False,False
No,5180,0.0,131.0,0.0,N,Planning to expand my small business operations. I am very confident in repayment.,5180.0,0.02528469407450299,0,82,0,True,False,False,False,True,False,True,False
No,150,0.0,167.0,1.0,Y,Investment in a new startup opportunity. Facing some financial stress currently.,150.0,1.1059602649006623,1,80,0,True,False,False,True,False,False,False,False
No,2372,0.0,296.0,0.0,N,Buying a new car for daily commute. I might struggle slightly initially.,2372.0,0.12473662031184155,0,72,1,True,True,False,False,False,True,False,False
Yes,1929,1372.95094023,134.0,1.0,Y,Planning to expand my small business operations. I am very confident in repayment.,3301.95094023,0.04056978212055095,1,82,0,True,False,True,False,False,True,False,False
No,1491,1418.75077521,347.0,1.0,Y,Planning to expand my small business operations. Business is booming right now.,2909.75077521,0.11921322943733141,1,79,0,True,False,False,False,False,True,False,False
No,150,2156.6742663,170.0,0.0,Y,Consolidating high-interest debts. I might struggle slightly initially.,2306.6742663,0.07366724259250367,0,71,1,True,False,False,False,True,True,False,False
Yes,919,1049.61871852,255.0,0.0,Y,Investment in a new startup opportunity. I am very confident in repayment.,1968.61871852,0.12946668185181073,0,74,0,True,True,True,False,False,False,False,False
No,3175,0.0,9.0,1.0,Y,I need to renovate my house immediately. I am very confident in repayment.,3175.0,0.0028337531486146094,1,74,0,True,True,False,False,True,True,False,False
No,3000,0.0,183.0,0.0,Y,Investment in a new startup opportunity. Facing some financial stress currently.,3000.0,0.06097967344218594,0,80,0,True,False,False,False,False,True,False,False
No,4704,0.0,600.0,1.0,Y,I need to renovate my house immediately. Business is booming right now.,4704.0,0.1275239107332625,1,71,0,False,False,False,False,False,True,False,False
No,1050,525.990097,420.0,1.0,Y,Investment in a new startup opportunity. Facing some financial stress currently.,1575.9900969999999,0.2663301442405951,1,80,0,True,False,False,True,False,False,False,False
No,830,308.0687659,242.0,1.0,Y,Investment in a new startup opportunity. I might struggle slightly initially.,1138.0687659,0.2124542496859627,1,77,1,True,True,False,True,False,False,False,False
Yes,150,0.0,196.0,0.0,N,Urgent medical expenses covered by loan. I am very confident in repayment.,150.0,1.2980132450331126,0,74,1,False,True,True,False,False,False,False,False
No,150,0.0,151.0,1.0,Y,Consolidating high-interest debts. Business is booming right now.,150.0,1.0,1,65,1,True,True,False,False,True,False,False,False
No,2068,0.0,88.0,0.0,N,I need to renovate my house immediately. Business is booming right now.,2068.0,0.04253262445625906,0,71,0,True,False,False,True,False,True,False,False
No,910,0.0,102.0,1.0,Y,Urgent medical expenses covered by loan. Facing some financial stress currently.,910.0,0.1119648737650933,1,80,1,True,False,False,True,False,False,False,False
Yes,1117,1372.69086858,180.0,1.0,Y,Investment in a new startup opportunity. Facing some financial stress currently.,2489.69086858,0.07226910503856392,1,80,0,True,False,True,False,True,True,False,False
No,150,0.0,178.0,0.0,Y,Investment in a new startup opportunity. Facing some financial stress currently.,150.0,1.1788079470198676,0,80,0,True,False,False,False,False,False,False,False
Yes,9229,0.0,65.0,1.0,Y,Planning to expand my small business operations. Facing some financial stress currently.,9229.0,0.007042253521126761,1,88,0,False,False,True,False,True,False,True,False
Yes,2427,71.32471103,163.0,1.0,Y,Urgent medical expenses covered by loan. Facing some financial stress currently.,2498.32471103,0.06521761629477342,1,80,1,True,True,True,False,True,True,False,False
No,150,0.0,108.0,0.0,N,Investment in a new startup opportunity. I might struggle slightly initially.,150.0,0.7152317880794702,0,77,1,True,True,False,False,True,False,False,False
Yes,150,0.0,269.0,0.0,N,Buying a new car for daily commute. Business is booming right now.,150.0,1.781456953642384,0,66,0,True,False,True,False,False,False,False,False
No,150,0.0,173.0,1.0,Y,Consolidating high-interest debts. I am very confident in repayment.,150.0,1.1456953642384107,1,68,1,True,False,False,False,True,False,False,False
No,961,306.31705603,90.0,1.0,Y,Planning to expand my small business operations. I am very confident in repayment.,1267.31705603,0.07096017480180539,1,82,0,True,False,False,False,True,False,False,False
No,4174,22.13172206,141.0,1.0,Y,Buying a new car for daily commute. Business is booming right now.,4196.13172206,0.03359437095073956,1,66,0,True,False,False,False,False,True,False,False
No,7651,209.47533323,97.0,1.0,Y,Consolidating high-interest debts. Facing some financial stress currently.,7860.47533323,0.01233865093870951,1,74,1,True,False,False,False,True,False,True,False
No,3174,0.0,151.0,1.0,N,Consolidating high-interest debts. I might struggle slightly initially.,3174.0,0.04755905511811023,1,71,1,False,True,False,False,True,True,False,False
Yes,3146,0.0,250.0,1.0,Y,Buying a new car for daily commute. I am very confident in repayment.,3146.0,0.07944073721004132,1,69,0,True,True,True,False,True,True,False,False
No,2952,686.98561856,600.0,1.0,Y,Consolidating high-interest debts. I am very confident in repayment.,3638.98561856,0.1648358160924173,1,68,1,True,False,False,False,True,True,False,False
No,150,0.0,244.0,1.0,Y,Buying a new car for daily commute. I am very confident in repayment.,150.0,1.6158940397350994,1,69,0,True,False,False,True,False,False,False,False
No,2042,0.0,202.0,1.0,Y,Investment in a new startup opportunity. Business is booming right now.,2042.0,0.09887420460107685,1,71,0,True,False,False,True,False,True,False,False
No,150,0.0,242.0,1.0,Y,Planning to expand my small business operations. Business is booming right now.,150.0,1.6026490066225165,1,79,0,True,True,False,False,False,False,False,False
Yes,1211,16.99571569,171.0,1.0,Y,Buying a new car for daily commute. Business is booming right now.,1227.99571569,0.13913799520773332,1,66,0,True,False,True,True,False,False,False,False
No,150,0.0,344.0,1.0,Y,Urgent medical expenses covered by loan. Facing some financial stress currently.,150.0,2.2781456953642385,1,80,1,True,False,False,False,False,False,False,False
No,150,0.0,180.0,1.0,N,Planning to expand my small business operations. I might struggle slightly initially.,150.0,1.1920529801324504,1,85,1,True,False,False,True,False,False,False,False
No,7365,0.0,146.0,1.0,Y,Buying a new car for daily commute. I might struggle slightly initially.,7365.0,0.01982079826228618,1,72,1,True,False,False,False,False,False,True,False
No,2066,378.84268129,49.0,1.0,Y,Urgent medical expenses covered by loan. I might struggle slightly initially.,2444.8426812899997,0.020033994980476894,1,77,1,True,True,False,True,False,True,False,False
No,150,0.0,216.0,0.0,Y,Consolidating high-interest debts. Business is booming right now.,150.0,1.4304635761589404,0,65,1,True,True,False,False,False,False,False,False
No,307,0.0,233.0,0.0,N,I need to renovate my house immediately. Facing some financial stress currently.,307.0,0.7564935064935064,0,80,0,False,False,False,False,False,False,False,False
No,150,0.0,212.0,1.0,Y,Investment in a new startup opportunity. I might struggle slightly initially.,150.0,1.403973509933775,1,77,1,True,False,False,True,False,False,False,False
No,1944,200.89505693,86.0,1.0,N,Investment in a new startup opportunity. Business is booming right now.,2144.89505693,0.04007651712616129,1,71,0,True,False,False,True,False,True,False,False
No,150,27.36931002,137.0,1.0,N,Buying a new car for daily commute. Facing some financial stress currently.,177.36931002,0.7680693499607002,1,75,0,False,False,False,False,True,False,False,False
No,3157,0.0,67.0,1.0,Y,Buying a new car for daily commute. I am very confident in repayment.,3157.0,0.02121595946801773,1,69,0,False,True,False,True,False,True,False,False
No,150,346.49913114,123.0,0.0,Y,I need to renovate my house immediately. I might struggle slightly initially.,496.49913114,0.24723661269146394,0,77,1,True,False,False,False,False,False,False,False
Yes,2822,355.45171813,152.0,1.0,N,Planning to expand my small business operations. I might struggle slightly initially.,3177.45171813,0.047822025778458954,1,85,1,False,False,True,False,True,True,False,False
No,3190,0.0,115.0,1.0,N,Consolidating high-interest debts. I am very confident in repayment.,3190.0,0.03603885929175807,1,68,1,True,False,False,False,True,True,False,False
No,3851,0.0,106.0,1.0,Y,Buying a new car for daily commute. I am very confident in repayment.,3851.0,0.027518172377985463,1,69,0,True,False,False,False,False,True,False,False
No,150,2115.93826548,57.0,1.0,Y,Buying a new car for daily commute. Business is booming right now.,2265.93826548,0.02514404598835904,1,66,0,True,True,False,True,False,True,False,False
No,1649,0.0,346.0,1.0,Y,Consolidating high-interest debts. I am very confident in repayment.,1649.0,0.2096969696969697,1,68,1,False,False,False,False,False,False,False,False
Yes,150,1402.76408478,196.0,1.0,N,Urgent medical expenses covered by loan. I am very confident in repayment.,1552.76408478,0.1261452764418557,1,74,1,False,False,True,False,False,False,False,False
No,2092,0.0,220.0,1.0,Y,Buying a new car for daily commute. I am very confident in repayment.,2092.0,0.1051122790253225,1,69,0,True,False,False,False,True,True,False,False
Yes,6073,0.0,229.0,1.0,Y,Buying a new car for daily commute. Facing some financial stress currently.,6073.0,0.037701679288771814,1,75,0,True,True,True,True,False,False,True,False
No,2615,0.0,433.0,1.0,Y,Planning to expand my small business operations. Business is booming right now.,2615.0,0.16551987767584098,1,79,0,True,False,False,False,False,True,False,False
No,1595,0.0,202.0,1.0,Y,Investment in a new startup opportunity. I am very confident in repayment.,1595.0,0.12656641604010024,1,74,0,True,False,False,False,True,False,False,False
No,516,0.0,137.0,1.0,Y,Investment in a new startup opportunity. Facing some financial stress currently.,516.0,0.26499032882011603,1,80,0,True,False,False,True,False,False,False,False
No,1254,0.0,166.0,1.0,Y,Buying a new car for daily commute. I am very confident in repayment.,1254.0,0.13227091633466134,1,69,0,True,True,False,False,False,False,False,False
No,1685,0.0,239.0,1.0,Y,Consolidating high-interest debts. Facing some financial stress currently.,1685.0,0.1417556346381969,1,74,1,True,False,False,False,False,False,False,False
No,3039,0.0,200.0,1.0,N,Planning to expand my small business operations. I might struggle slightly initially.,3039.0,0.06578947368421052,1,85,1,True,False,False,True,False,True,False,False
No,1352,0.0,371.0,1.0,Y,Investment in a new startup opportunity. Facing some financial stress currently.,1352.0,0.27420546932742057,1,80,0,True,True,False,True,False,False,False,False
No,1460,589.55848202,100.0,1.0,Y,Consolidating high-interest debts. Business is booming right now.,2049.55848202,0.04876720214362784,1,65,1,False,False,False,False,False,True,False,False
No,3239,0.0,128.0,1.0,Y,Planning to expand my small business operations. Business is booming right now.,3239.0,0.03950617283950617,1,79,0,True,False,False,False,True,True,False,False
No,150,0.0,207.0,1.0,Y,I need to renovate my house immediately. Business is booming right now.,150.0,1.3708609271523178,1,71,0,True,False,False,False,False,False,False,False
No,1181,0.0,55.0,0.0,N,Planning to expand my small business operations. I might struggle slightly initially.,1181.0,0.046531302876480544,0,85,1,True,False,False,True,False,False,False,False
Yes,8466,0.0,192.0,1.0,N,Urgent medical expenses covered by loan. I am very confident in repayment.,8466.0,0.022676272587693398,1,74,1,False,False,True,False,False,False,True,False
No,150,2108.81750936,37.0,1.0,N,I need to renovate my house immediately. I am very confident in repayment.,2258.81750936,0.016373003504375327,1,74,0,True,False,False,True,False,True,False,False
No,1316,229.63923229,179.0,1.0,Y,Urgent medical expenses covered by loan. I am very confident in repayment.,1545.63923229,0.11573481149509396,1,74,1,True,True,False,False,False,False,False,False
Yes,1970,0.0,237.0,1.0,N,Buying a new car for daily commute. Facing some financial stress currently.,1970.0,0.1202435312024353,1,75,0,True,True,True,False,False,False,False,False
No,150,6153.4040602,203.0,0.0,Y,Planning to expand my small business operations. I am very confident in repayment.,6303.4040602,0.03219971278198182,0,82,0,True,False,False,True,False,False,True,False
Yes,2534,0.0,210.0,1.0,Y,Planning to expand my small business operations. Business is booming right now.,2534.0,0.08284023668639054,1,79,0,True,False,True,True,False,True,False,False
No,8566,0.0,174.0,0.0,N,I need to renovate my house immediately. Business is booming right now.,8566.0,0.020310493755106806,0,71,0,False,True,False,False,False,False,True,False
No,150,0.0,276.0,1.0,N,I need to renovate my house immediately. I am very confident in repayment.,150.0,1.8278145695364238,1,74,0,True,False,False,True,False,False,False,False
No,1506,0.0,147.0,0.0,N,Buying a new car for daily commute. I am very confident in repayment.,1506.0,0.09754479097544791,0,69,0,True,False,False,False,True,False,False,False
No,1866,0.0,9.0,1.0,Y,I need to renovate my house immediately. I might struggle slightly initially.,1866.0,0.0048205677557579,1,77,1,True,True,False,False,False,False,False,False
No,1780,326.51666588,57.0,1.0,Y,Planning to expand my small business operations. I am very confident in repayment.,2106.51666588,0.027046049467988182,1,82,0,True,False,False,False,False,True,False,False
No,1723,568.05440284,95.0,0.0,Y,Urgent medical expenses covered by loan. I am very confident in repayment.,2291.05440284,0.041447532782070536,0,74,1,True,False,False,True,False,True,False,False
No,2537,717.49063713,139.0,1.0,N,I need to renovate my house immediately. Facing some financial stress currently.,3254.49063713,0.04269709714863154,1,80,0,False,False,False,False,False,True,False,False
No,1529,0.0,168.0,1.0,N,Consolidating high-interest debts. Business is booming right now.,1529.0,0.10980392156862745,1,65,1,True,False,False,True,False,False,False,False
No,5985,0.0,124.0,1.0,Y,I need to renovate my house immediately. I am very confident in repayment.,5985.0,0.02071500167056465,1,74,0,True,False,False,False,False,False,True,False
No,1670,0.0,272.0,1.0,N,Consolidating high-interest debts. I might struggle slightly initially.,1670.0,0.1627767803710353,1,71,1,True,False,False,True,False,False,False,False
Yes,7592,0.0,170.0,1.0,Y,Consolidating high-interest debts. I am very confident in repayment.,7592.0,0.022389042539180823,1,68,1,True,True,True,False,True,False,True,False
No,150,0.0,70.0,1.0,Y,Urgent medical expenses covered by loan. I am very confident in repayment.,150.0,0.46357615894039733,1,74,1,False,False,False,True,False,False,False,False
No,3943,249.19020997,110.0,1.0,N,I need to renovate my house immediately. I might struggle slightly initially.,4192.19020997,0.02623300983066709,1,77,1,True,True,False,False,False,True,False,False
Yes,150,1386.59196412,262.0,1.0,Y,Investment in a new startup opportunity. I might struggle slightly initially.,1536.59196412,0.17039631196950794,1,77,1,True,False,True,False,False,False,False,False
No,715,0.0,318.0,1.0,Y,Consolidating high-interest debts. I might struggle slightly initially.,715.0,0.4441340782122905,1,71,1,True,False,False,True,False,False,False,False
No,150,0.0,179.0,1.0,Y,Buying a new car for daily commute. Business is booming right now.,150.0,1.185430463576159,1,66,0,False,True,False,False,True,False,False,False
Yes,150,493.54459274,50.0,0.0,N,Planning to expand my small business operations. I am very confident in repayment.,643.54459274,0.07757415167730572,0,82,0,True,False,True,True,False,False,False,False
No,4159,36.10658513,215.0,1.0,Y,Urgent medical expenses covered by loan. I might struggle slightly initially.,4195.10658513,0.05123797397375669,1,77,1,True,False,False,False,True,True,False,False
No,3320,0.0,144.0,1.0,N,Investment in a new startup opportunity. Facing some financial stress currently.,3320.0,0.04336043360433604,1,80,0,False,False,False,True,False,True,False,False
No,1541,0.0,147.0,1.0,N,I need to renovate my house immediately. I am very confident in repayment.,1541.0,0.09533073929961089,1,74,0,True,False,False,False,True,False,False,False
Yes,1113,0.0,426.0,1.0,N,Planning to expand my small business operations. I might struggle slightly initially.,1113.0,0.38240574506283664,1,85,1,False,True,True,False,True,False,False,False
No,150,0.0,181.0,1.0,Y,Investment in a new startup opportunity. I am very confident in repayment.,150.0,1.1986754966887416,1,74,0,True,False,False,False,False,False,False,False
No,1506,67.04951025,258.0,1.0,Y,Urgent medical expenses covered by loan. I am very confident in repayment.,1573.04951025,0.1639084401856095,1,74,1,True,True,False,False,False,False,False,False
No,7134,0.0,283.0,1.0,N,I need to renovate my house immediately. Business is booming right now.,7134.0,0.03966362999299229,1,71,0,True,True,False,False,False,False,True,False
No,150,0.0,417.0,1.0,N,Urgent medical expenses covered by loan. Business is booming right now.,150.0,2.76158940397351,1,71,1,True,False,False,False,False,False,False,False
No,2247,0.0,163.0,1.0,N,I need to renovate my house immediately. I am very confident in repayment.,2247.0,0.07250889679715303,1,74,0,True,False,False,False,False,True,False,False
No,4360,0.0,79.0,1.0,Y,I need to renovate my house immediately. I am very confident in repayment.,4360.0,0.018115111213024535,1,74,0,True,False,False,False,False,True,False,False
No,150,0.0,43.0,1.0,Y,Investment in a new startup opportunity. Business is booming right now.,150.0,0.2847682119205298,1,71,0,True,True,False,False,True,False,False,False
No,3964,343.35111641,57.0,1.0,N,Consolidating high-interest debts. I might struggle slightly initially.,4307.35111641,0.013230119472596776,1,71,1,True,True,False,True,False,True,False,False
No,150,0.0,103.0,1.0,Y,Planning to expand my small business operations. I am very confident in repayment.,150.0,0.6821192052980133,1,82,0,True,False,False,False,False,False,False,False
